2024-09-01_100__813.txt	  Number of steps:100	 Steps accepted:12	 acc = 0.12	min(-loglike) = 0.03
2024-09-01_100__8.txt	  Number of steps:100	 Steps accepted:42	 acc = 0.42	min(-loglike) = 8132770000000000.00
2024-09-01_100__550.txt	  Number of steps:100	 Steps accepted:44	 acc = 0.44	min(-loglike) = 1303520.00
2024-09-01_100__129.txt	  Number of steps:100	 Steps accepted:10	 acc = 0.1	min(-loglike) = 2.45
2024-09-01_100__39.txt	  Number of steps:100	 Steps accepted:49	 acc = 0.49	min(-loglike) = 1192750000000000065536.00
2024-09-01_100__926.txt	  Number of steps:100	 Steps accepted:15	 acc = 0.15	min(-loglike) = 0.47
2024-09-01_100__341.txt	  Number of steps:100	 Steps accepted:55	 acc = 0.55	min(-loglike) = 166901.00
2024-09-01_100__589.txt	  Number of steps:100	 Steps accepted:12	 acc = 0.12	min(-loglike) = 0.38
2024-09-01_100__696.txt	  Number of steps:100	 Steps accepted:55	 acc = 0.55	min(-loglike) = 3081080000000.00
2024-09-01_100__605.txt	  Number of steps:100	 Steps accepted:45	 acc = 0.45	min(-loglike) = 16841800.00
2024-09-01_100__251.txt	  Number of steps:100	 Steps accepted:17	 acc = 0.17	min(-loglike) = 2.00
2024-09-01_100__580.txt	  Number of steps:100	 Steps accepted:14	 acc = 0.14	min(-loglike) = 1.16
2024-09-01_100__343.txt	  Number of steps:100	 Steps accepted:9	 acc = 0.09	min(-loglike) = 0.28
2024-09-01_100__474.txt	  Number of steps:100	 Steps accepted:48	 acc = 0.48	min(-loglike) = 42204.30
2024-09-01_100__44.txt	  Number of steps:100	 Steps accepted:5	 acc = 0.05	min(-loglike) = 1.25
2024-09-01_100__36.txt	  Number of steps:100	 Steps accepted:43	 acc = 0.43	min(-loglike) = 4028360000000.00
2024-09-01_100__627.txt	  Number of steps:100	 Steps accepted:11	 acc = 0.11	min(-loglike) = 1.26
2024-09-01_100__440.txt	  Number of steps:100	 Steps accepted:1	 acc = 0.01	min(-loglike) = nan
2024-09-01_100__307.txt	  Number of steps:100	 Steps accepted:13	 acc = 0.13	min(-loglike) = 1.96
2024-09-01_100__833.txt	  Number of steps:100	 Steps accepted:14	 acc = 0.14	min(-loglike) = 1.52
2024-09-01_100__294.txt	  Number of steps:100	 Steps accepted:5	 acc = 0.05	min(-loglike) = 0.97
2024-09-01_100__387.txt	  Number of steps:100	 Steps accepted:8	 acc = 0.08	min(-loglike) = 0.97
2024-09-01_100__472.txt	  Number of steps:100	 Steps accepted:7	 acc = 0.07	min(-loglike) = 1.47
2024-09-01_100__314.txt	  Number of steps:100	 Steps accepted:8	 acc = 0.08	min(-loglike) = 1.16
2024-09-01_100__204.txt	  Number of steps:100	 Steps accepted:11	 acc = 0.11	min(-loglike) = 2.06
2024-09-01_100__924.txt	  Number of steps:100	 Steps accepted:50	 acc = 0.5	min(-loglike) = 2735940.00
2024-09-01_100__588.txt	  Number of steps:100	 Steps accepted:46	 acc = 0.46	min(-loglike) = 7345670.00
2024-09-01_100__403.txt	  Number of steps:100	 Steps accepted:41	 acc = 0.41	min(-loglike) = 3597.70
2024-09-01_100__739.txt	  Number of steps:100	 Steps accepted:10	 acc = 0.1	min(-loglike) = 2.79
2024-09-01_100__13.txt	  Number of steps:100	 Steps accepted:8	 acc = 0.08	min(-loglike) = 1.83
2024-09-01_100__351.txt	  Number of steps:100	 Steps accepted:42	 acc = 0.42	min(-loglike) = 8458080.00
2024-09-01_100__894.txt	  Number of steps:100	 Steps accepted:1	 acc = 0.01	min(-loglike) = nan
2024-09-01_100__383.txt	  Number of steps:100	 Steps accepted:19	 acc = 0.19	min(-loglike) = 19.85
2024-09-01_100__575.txt	  Number of steps:100	 Steps accepted:11	 acc = 0.11	min(-loglike) = 1.64
2024-09-01_100__281.txt	  Number of steps:100	 Steps accepted:43	 acc = 0.43	min(-loglike) = 8495170000.00
2024-09-01_100__843.txt	  Number of steps:100	 Steps accepted:10	 acc = 0.1	min(-loglike) = 5.27
2024-09-01_100__378.txt	  Number of steps:100	 Steps accepted:53	 acc = 0.53	min(-loglike) = 303177000.00
2024-09-01_100__18.txt	  Number of steps:100	 Steps accepted:21	 acc = 0.21	min(-loglike) = 222.76
2024-09-01_100__483.txt	  Number of steps:100	 Steps accepted:31	 acc = 0.31	min(-loglike) = 13283.20
2024-09-01_100__855.txt	  Number of steps:100	 Steps accepted:9	 acc = 0.09	min(-loglike) = 1.69
2024-09-01_100__302.txt	  Number of steps:100	 Steps accepted:10	 acc = 0.1	min(-loglike) = 1.52
2024-09-01_100__681.txt	  Number of steps:100	 Steps accepted:17	 acc = 0.17	min(-loglike) = 2.42
2024-09-01_100__340.txt	  Number of steps:100	 Steps accepted:7	 acc = 0.07	min(-loglike) = 1.78
2024-09-01_100__274.txt	  Number of steps:100	 Steps accepted:9	 acc = 0.09	min(-loglike) = 1.79
2024-09-01_100__10.txt	  Number of steps:100	 Steps accepted:50	 acc = 0.5	min(-loglike) = 5892610000.00
2024-09-01_100__666.txt	  Number of steps:100	 Steps accepted:7	 acc = 0.07	min(-loglike) = 1.27
2024-09-01_100__530.txt	  Number of steps:100	 Steps accepted:12	 acc = 0.12	min(-loglike) = 2.80
2024-09-01_100__835.txt	  Number of steps:100	 Steps accepted:52	 acc = 0.52	min(-loglike) = 1105200000.00
2024-09-01_100__916.txt	  Number of steps:100	 Steps accepted:11	 acc = 0.11	min(-loglike) = 4.71
2024-09-01_100__774.txt	  Number of steps:100	 Steps accepted:9	 acc = 0.09	min(-loglike) = 1.86
2024-09-01_100__462.txt	  Number of steps:100	 Steps accepted:14	 acc = 0.14	min(-loglike) = 5.96
2024-09-01_100__118.txt	  Number of steps:100	 Steps accepted:50	 acc = 0.5	min(-loglike) = 78316600000.00
