# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:phiphi                 4:TPhi               
  147       5.763503591085e-10       3.537660504477e-12       6.193313611115e-13 
  148       5.808452925374e-10       3.469947621911e-12       6.105226119772e-13 
  149       5.853184650976e-10       3.403961093790e-12       6.018796836574e-13 
  150       5.897683284788e-10       3.339604900024e-12       5.933839543662e-13 
  151       5.941932750621e-10       3.276772280508e-12       5.850151335678e-13 
  152       5.985916367981e-10       3.215345517020e-12       5.767512292394e-13 
  153       6.029618067114e-10       3.155220270949e-12       5.685736045050e-13 
  154       6.073026184784e-10       3.096381600602e-12       5.604827452307e-13 
  155       6.116130001519e-10       3.038834625775e-12       5.524839022291e-13 
  156       6.158918542134e-10       2.982580514618e-12       5.445821268310e-13 
  157       6.201380570764e-10       2.927616390591e-12       5.367822640687e-13 
  158       6.243504585889e-10       2.873935239429e-12       5.290889458585e-13 
  159       6.285278815365e-10       2.821525816095e-12       5.215065841839e-13 
  160       6.326691211459e-10       2.770372551747e-12       5.140393642786e-13 
  161       6.367729445871e-10       2.720455460692e-12       5.066912378091e-13 
  162       6.408380904770e-10       2.671750047351e-12       4.994659160580e-13 
  163       6.448632683823e-10       2.624227213213e-12       4.923668631067e-13 
  164       6.488471583222e-10       2.577853163801e-12       4.853972890181e-13 
  165       6.527884102717e-10       2.532589315628e-12       4.785601430203e-13 
  166       6.566856436645e-10       2.488392203157e-12       4.718581066886e-13 
  167       6.605374468959e-10       2.445213385761e-12       4.652935871290e-13 
  168       6.643423768262e-10       2.402999354686e-12       4.588687101612e-13 
  169       6.680989582829e-10       2.361691440005e-12       4.525853135008e-13 
  170       6.718056835646e-10       2.321225717584e-12       4.464449399433e-13 
  171       6.754611108821e-10       2.281545941801e-12       4.404483875352e-13 
  172       6.790641699351e-10       2.242643748576e-12       4.345943322738e-13 
  173       6.826138809812e-10       2.204521641837e-12       4.288805769693e-13 
  174       6.861092580982e-10       2.167180229897e-12       4.233044753584e-13 
  175       6.895493090905e-10       2.130618185561e-12       4.178629234800e-13 
  176       6.929330353960e-10       2.094832206228e-12       4.125523510506e-13 
  177       6.962594319925e-10       2.059816973999e-12       4.073687128399e-13 
  178       6.995274873047e-10       2.025565115777e-12       4.023074800456e-13 
  179       7.027361831107e-10       1.992067163378e-12       3.973636316700e-13 
  180       7.058844944485e-10       1.959311513627e-12       3.925316458942e-13 
  181       7.089713895230e-10       1.927284388470e-12       3.878054914546e-13 
  182       7.119958296123e-10       1.895969795077e-12       3.831786190178e-13 
  183       7.149567689747e-10       1.865349485941e-12       3.786439525560e-13 
  184       7.178531547551e-10       1.835402918990e-12       3.741938807230e-13 
  185       7.206839268919e-10       1.806107217687e-12       3.698202482288e-13 
  186       7.234480180235e-10       1.777437131138e-12       3.655143472161e-13 
  187       7.261443533948e-10       1.749364994190e-12       3.612669086347e-13 
  188       7.287718507644e-10       1.721860687545e-12       3.570680936178e-13 
  189       7.313294203106e-10       1.694891597855e-12       3.529074848571e-13 
  190       7.338159645387e-10       1.668422577834e-12       3.487740779780e-13 
  191       7.362304520750e-10       1.642422893760e-12       3.446585696924e-13 
  192       7.385721454264e-10       1.616887733118e-12       3.405604319040e-13 
  193       7.408403901645e-10       1.591818237120e-12       3.364813528361e-13 
  194       7.430345427214e-10       1.567214641463e-12       3.324229868698e-13 
  195       7.451539705380e-10       1.543076259295e-12       3.283869534360e-13 
  196       7.471980522128e-10       1.519401464185e-12       3.243748359053e-13 
  197       7.491661776499e-10       1.496187673097e-12       3.203881804800e-13 
  198       7.510577482078e-10       1.473431329350e-12       3.164284950849e-13 
  199       7.528721768477e-10       1.451127885595e-12       3.124972482582e-13 
  200       7.546088882820e-10       1.429271786780e-12       3.085958680429e-13 
  201       7.562673191225e-10       1.407856453121e-12       3.047257408777e-13 
  202       7.578469180294e-10       1.386874263071e-12       3.008882104879e-13 
  203       7.593471458590e-10       1.366316536284e-12       2.970845767771e-13 
  204       7.607674758127e-10       1.346173516594e-12       2.933160947175e-13 
  205       7.621073935854e-10       1.326434354975e-12       2.895839732418e-13 
  206       7.633663975137e-10       1.307087092515e-12       2.858893741334e-13 
  207       7.645439987244e-10       1.288118643382e-12       2.822334109185e-13 
  208       7.656397212830e-10       1.269514777796e-12       2.786171477561e-13 
  209       7.666531023423e-10       1.251260104995e-12       2.750415983300e-13 
  210       7.675836922906e-10       1.233338056209e-12       2.715077247395e-13 
  211       7.684310549002e-10       1.215730867624e-12       2.680164363903e-13 
  212       7.691947674758e-10       1.198419563350e-12       2.645685888860e-13 
  213       7.698744596596e-10       1.181387659271e-12       2.611649414877e-13 
  214       7.704699324516e-10       1.164632588121e-12       2.578060285989e-13 
  215       7.709810475172e-10       1.148155013381e-12       2.544922774553e-13 
  216       7.714076895016e-10       1.131955170558e-12       2.512240475653e-13 
  217       7.717497662805e-10       1.116032859942e-12       2.480016294921e-13 
  218       7.720072092097e-10       1.100387439380e-12       2.448252436355e-13 
  219       7.721799733758e-10       1.085017817036e-12       2.416950390141e-13 
  220       7.722680378462e-10       1.069922444154e-12       2.386110920474e-13 
  221       7.722714059194e-10       1.055099307826e-12       2.355734053377e-13 
  222       7.721901053750e-10       1.040545923757e-12       2.325819064519e-13 
  223       7.720241887243e-10       1.026259329028e-12       2.296364467038e-13 
  224       7.717737334600e-10       1.012236074858e-12       2.267367999363e-13 
  225       7.714388423068e-10       9.984722193762e-13       2.238826613028e-13 
  226       7.710196434717e-10       9.849633203794e-13       2.210736460499e-13 
  227       7.705162908937e-10       9.717044281004e-13       2.183092882987e-13 
  228       7.699289644944e-10       9.586900779718e-13       2.155890398275e-13 
  229       7.692578704283e-10       9.459142833908e-13       2.129122688535e-13 
  230       7.685032413326e-10       9.333705284837e-13       2.102782588146e-13 
  231       7.676653365779e-10       9.210517608709e-13       2.076862071520e-13 
  232       7.667444425178e-10       9.089503844315e-13       2.051352240915e-13 
  233       7.657408727399e-10       8.970582520679e-13       2.026243314261e-13 
  234       7.646549683152e-10       8.853666584705e-13       2.001524612977e-13 
  235       7.634870980490e-10       8.738663328826e-13       1.977184549792e-13 
  236       7.622376587305e-10       8.625474318649e-13       1.953210616567e-13 
  237       7.609070753836e-10       8.513995320603e-13       1.929589372110e-13 
  238       7.594957968585e-10       8.404136360585e-13       1.906308674824e-13 
  239       7.580042817954e-10       8.295883397945e-13       1.883364555902e-13 
  240       7.564330122955e-10       8.189240247603e-13       1.860754738908e-13 
  241       7.547824987424e-10       8.084208755380e-13       1.838476425007e-13 
  242       7.530532800420e-10       7.980788768111e-13       1.816526285516e-13 
  243       7.512459238631e-10       7.878978103765e-13       1.794900454462e-13 
  244       7.493610268775e-10       7.778772521556e-13       1.773594521139e-13 
  245       7.473992150009e-10       7.680165692062e-13       1.752603522661e-13 
  246       7.453611436329e-10       7.583149167344e-13       1.731921936522e-13 
  247       7.432474978972e-10       7.487712351054e-13       1.711543673148e-13 
  248       7.410589928826e-10       7.393842468559e-13       1.691462068453e-13 
  249       7.387963738829e-10       7.301524537052e-13       1.671669876400e-13 
  250       7.364604166374e-10       7.210741335669e-13       1.652159261550e-13 
  251       7.340519275712e-10       7.121473375609e-13       1.632921791622e-13 
  252       7.315717440358e-10       7.033698870242e-13       1.613948430048e-13 
  253       7.290207345494e-10       6.947393705233e-13       1.595229528530e-13 
  254       7.263997990372e-10       6.862531408652e-13       1.576754819593e-13 
  255       7.237098690718e-10       6.779083121096e-13       1.558513409142e-13 
  256       7.209519081137e-10       6.697017565797e-13       1.540493769023e-13 
  257       7.181269117515e-10       6.616301018747e-13       1.522683729568e-13 
  258       7.152359079424e-10       6.536897278806e-13       1.505070472164e-13 
  259       7.122799572526e-10       6.458767637824e-13       1.487640521796e-13 
  260       7.092601530977e-10       6.381870850753e-13       1.470379739613e-13 
  261       7.061776219830e-10       6.306163105765e-13       1.453273315480e-13 
  262       7.030335237439e-10       6.231597994366e-13       1.436305760532e-13 
  263       6.998290517862e-10       6.158126481517e-13       1.419460899733e-13 
  264       6.965654333268e-10       6.085696875743e-13       1.402721864430e-13 
  265       6.932439296338e-10       6.014254799254e-13       1.386071084910e-13 
  266       6.898657776692e-10       5.943753499918e-13       1.369494098900e-13 
  267       6.864320110120e-10       5.874185469021e-13       1.352991221489e-13 
  268       6.829436296786e-10       5.805552482286e-13       1.336566494427e-13 
  269       6.794016579857e-10       5.737855400246e-13       1.320223926245e-13 
  270       6.758071446912e-10       5.671094155836e-13       1.303967491258e-13 
  271       6.721611631364e-10       5.605267741979e-13       1.287801128572e-13 
  272       6.684648113866e-10       5.540374199182e-13       1.271728741081e-13 
  273       6.647192123729e-10       5.476410603117e-13       1.255754194474e-13 
  274       6.609255140334e-10       5.413373052220e-13       1.239881316241e-13 
  275       6.570848894548e-10       5.351256655274e-13       1.224113894670e-13 
  276       6.531985370135e-10       5.290055519001e-13       1.208455677855e-13 
  277       6.492676805171e-10       5.229762735653e-13       1.192910372699e-13 
  278       6.452935693458e-10       5.170370370602e-13       1.177481643915e-13 
  279       6.412774785937e-10       5.111869449925e-13       1.162173113033e-13 
  280       6.372207092104e-10       5.054249948000e-13       1.146988357400e-13 
  281       6.331245881418e-10       4.997500775092e-13       1.131930909185e-13 
  282       6.289904684724e-10       4.941609764944e-13       1.117004254381e-13 
  283       6.248197295658e-10       4.886563662367e-13       1.102211831811e-13 
  284       6.206137772066e-10       4.832348110829e-13       1.087557032129e-13 
  285       6.163740437413e-10       4.778947640045e-13       1.073043196826e-13 
  286       6.121019882205e-10       4.726345653567e-13       1.058673617229e-13 
  287       6.077990965393e-10       4.674524416374e-13       1.044451533508e-13 
  288       6.034668815793e-10       4.623465042461e-13       1.030380133679e-13 
  289       5.991068833499e-10       4.573147482429e-13       1.016462552605e-13 
  290       5.947206691295e-10       4.523550511077e-13       1.002701871005e-13 
  291       5.903098336069e-10       4.474651714986e-13       9.891011144479e-14 
  292       5.858759990228e-10       4.426427480116e-13       9.756632523661e-14 
  293       5.814208153111e-10       4.378852979391e-13       9.623911970523e-14 
  294       5.769459602404e-10       4.331902160289e-13       9.492878026650e-14 
  295       5.724531395551e-10       4.285547732436e-13       9.363558642320e-14 
  296       5.679440871170e-10       4.239761155188e-13       9.235981166531e-14 
  297       5.634204596802e-10       4.194518005191e-13       9.110166847272e-14 
  298       5.588835152564e-10       4.149814393672e-13       8.986114056486e-14 
  299       5.543344193583e-10       4.105651324637e-13       8.863814228525e-14 
  300       5.497743489523e-10       4.062029381888e-13       8.743257258942e-14 
  301       5.452044924574e-10       4.018948723903e-13       8.624431487081e-14 
  302       5.406260497435e-10       3.976409078726e-13       8.507323678674e-14 
  303       5.360402321299e-10       3.934409738844e-13       8.391919008425e-14 
  304       5.314482623839e-10       3.892949556077e-13       8.278201042602e-14 
  305       5.268513747195e-10       3.852026936461e-13       8.166151721630e-14 
  306       5.222508147953e-10       3.811639835128e-13       8.055751342680e-14 
  307       5.176478397138e-10       3.771785751197e-13       7.946978542259e-14 
  308       5.130437180193e-10       3.732461722652e-13       7.839810278800e-14 
  309       5.084397296968e-10       3.693664321229e-13       7.734221815254e-14 
  310       5.038371661703e-10       3.655389647301e-13       7.630186701682e-14 
  311       4.992373303015e-10       3.617633324760e-13       7.527676757841e-14 
  312       4.946415363879e-10       3.580390495902e-13       7.426662055779e-14 
  313       4.900511101620e-10       3.543655816310e-13       7.327110902423e-14 
  314       4.854673887892e-10       3.507423449743e-13       7.228989822170e-14 
  315       4.808917208666e-10       3.471687063012e-13       7.132263539477e-14 
  316       4.763254664216e-10       3.436439820871e-13       7.036894961455e-14 
  317       4.717699969100e-10       3.401674380900e-13       6.942845160454e-14 
  318       4.672266952152e-10       3.367382888384e-13       6.850073356657e-14 
  319       4.626969556458e-10       3.333556971204e-13       6.758536900671e-14 
  320       4.581821839352e-10       3.300187734717e-13       6.668191256117e-14 
  321       4.536837972391e-10       3.267265756643e-13       6.578989982217e-14 
  322       4.492032241346e-10       3.234781081945e-13       6.490884716389e-14 
  323       4.447419046187e-10       3.202723217717e-13       6.403825156839e-14 
  324       4.403012901067e-10       3.171081128066e-13       6.317759045143e-14 
  325       4.358828434304e-10       3.139843228998e-13       6.232632148848e-14 
  326       4.314880388372e-10       3.108997383299e-13       6.148388244055e-14 
  327       4.271183619884e-10       3.078530895423e-13       6.064969098013e-14 
  328       4.227753099575e-10       3.048430506373e-13       5.982314451709e-14 
  329       4.184603912289e-10       3.018682388588e-13       5.900362002457e-14 
  330       4.141751256965e-10       2.989272140824e-13       5.819047386492e-14 
  331       4.099210446618e-10       2.960184783039e-13       5.738304161557e-14 
  332       4.056995726780e-10       2.931407552080e-13       5.658077387699e-14 
  333       4.015116673877e-10       2.902938433940e-13       5.578365059817e-14 
  334       3.973581639649e-10       2.874777993828e-13       5.499178449106e-14 
  335       3.932398917237e-10       2.846926606879e-13       5.420528665303e-14 
  336       3.891576739879e-10       2.819384456086e-13       5.342426654039e-14 
  337       3.851123279615e-10       2.792151530220e-13       5.264883194183e-14 
  338       3.811046645994e-10       2.765227621753e-13       5.187908895198e-14 
  339       3.771354884770e-10       2.738612324786e-13       5.111514194487e-14 
  340       3.732055976608e-10       2.712305032970e-13       5.035709354748e-14 
  341       3.693157835789e-10       2.686304937431e-13       4.960504461320e-14 
  342       3.654668308907e-10       2.660611024696e-13       4.885909419537e-14 
  343       3.616595173578e-10       2.635222074614e-13       4.811933952075e-14 
  344       3.578946137135e-10       2.610136658284e-13       4.738587596304e-14 
  345       3.541728835340e-10       2.585353135974e-13       4.665879701639e-14 
  346       3.504950831079e-10       2.560869655053e-13       4.593819426889e-14 
  347       3.468619613068e-10       2.536684147905e-13       4.522415737609e-14 
  348       3.432742594556e-10       2.512794329864e-13       4.451677403448e-14 
  349       3.397327112027e-10       2.489197697128e-13       4.381612995501e-14 
  350       3.362380423899e-10       2.465891524691e-13       4.312230883658e-14 
  351       3.327909709236e-10       2.442872864264e-13       4.243539233957e-14 
  352       3.293922066441e-10       2.420138542199e-13       4.175546005931e-14 
  353       3.260424511963e-10       2.397685157413e-13       4.108258949961e-14 
  354       3.227423979000e-10       2.375509079315e-13       4.041685604626e-14 
  355       3.194927316201e-10       2.353606445725e-13       3.975833294050e-14 
  356       3.162941286369e-10       2.331973160803e-13       3.910709125257e-14 
  357       3.131472565160e-10       2.310604892972e-13       3.846319985520e-14 
  358       3.100527739795e-10       2.289497072839e-13       3.782672539708e-14 
  359       3.070113307750e-10       2.268644891126e-13       3.719773227640e-14 
  360       3.040235675471e-10       2.248043296585e-13       3.657628261436e-14 
  361       3.010901157067e-10       2.227686993931e-13       3.596243622864e-14 
  362       2.982115973018e-10       2.207570441761e-13       3.535625060691e-14 
  363       2.953886248877e-10       2.187687850478e-13       3.475778088038e-14 
  364       2.926218013972e-10       2.168033180221e-13       3.416707979723e-14 
  365       2.899117200107e-10       2.148600138779e-13       3.358419769616e-14 
  366       2.872589640267e-10       2.129382179527e-13       3.300918247989e-14 
  367       2.846641067323e-10       2.110372499340e-13       3.244207958866e-14 
  368       2.821277112726e-10       2.091564036524e-13       3.188293197371e-14 
  369       2.796503305221e-10       2.072949468736e-13       3.133178007083e-14 
  370       2.772325069541e-10       2.054521210911e-13       3.078866177381e-14 
  371       2.748747124062e-10       2.036272798625e-13       3.025360180510e-14 
  372       2.725771650424e-10       2.018203102094e-13       2.972657942333e-14 
  373       2.703400049798e-10       2.000312272876e-13       2.920755940112e-14 
  374       2.681633535659e-10       1.982600372438e-13       2.869650247845e-14 
  375       2.660473131968e-10       1.965067371285e-13       2.819336532690e-14 
  376       2.639919671355e-10       1.947713148086e-13       2.769810051395e-14 
  377       2.619973793291e-10       1.930537488808e-13       2.721065646725e-14 
  378       2.600635942279e-10       1.913540085840e-13       2.673097743895e-14 
  379       2.581906366023e-10       1.896720537123e-13       2.625900346992e-14 
  380       2.563785113617e-10       1.880078345281e-13       2.579467035409e-14 
  381       2.546272033720e-10       1.863612916748e-13       2.533790960269e-14 
  382       2.529366772738e-10       1.847323560897e-13       2.488864840857e-14 
  383       2.513068773003e-10       1.831209489167e-13       2.444680961046e-14 
  384       2.497377270953e-10       1.815269814197e-13       2.401231165728e-14 
  385       2.482291295315e-10       1.799503548949e-13       2.358506857238e-14 
  386       2.467809665281e-10       1.783909605840e-13       2.316498991788e-14 
  387       2.453930988689e-10       1.768486795871e-13       2.275198075890e-14 
  388       2.440653660206e-10       1.753233827753e-13       2.234594162790e-14 
  389       2.427975859506e-10       1.738149307041e-13       2.194676848891e-14 
  390       2.415895549447e-10       1.723231735256e-13       2.155435270185e-14 
  391       2.404410474258e-10       1.708479509020e-13       2.116858098680e-14 
  392       2.393518157712e-10       1.693890919181e-13       2.078933538829e-14 
  393       2.383215901312e-10       1.679464149943e-13       2.041649323958e-14 
  394       2.373500782466e-10       1.665197277997e-13       2.004992712695e-14 
  395       2.364369652670e-10       1.651088271644e-13       1.968950485398e-14 
  396       2.355819135688e-10       1.637134989931e-13       1.933508940583e-14 
